GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALUCE001,ALUCE002,ALUCE003,ALUCE004,ALUCE005,ALUCE006,ALUCE007,ALUCE008,ALUCE009,ALUCE010,ALWVE001,ALWVE002,ALWVE003,ALWVE004,ALWVE005,ALWVE006,ALWVE007,ALWVE008,ALW1E001,AL0NE001,AL0NE002,AL0NE003,AL0NE004,AL0NE005,AL0NE006,AL0NE007,AL0NE008,AL0NE009,AL0NE010,AL0NE011,AL0NE012,AL0NE013,AL0NE014,AL0NE015
"G31005500038001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"003800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550038001","Block Group 1, Census Tract 38, Douglas County, Nebraska",,,1148,966,130,10,0,0,20,22,0,22,558,33,0,7,0,76,0,442,66964,259,166,0,63,65,31,7,0,93,33,54,6,0,0,0
"G31005500038002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"003800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550038002","Block Group 2, Census Tract 38, Douglas County, Nebraska",,,959,734,14,0,107,0,104,0,0,0,959,104,366,0,0,112,70,307,26217,439,39,0,9,24,6,0,0,400,52,310,29,9,0,0
"G31005500038003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"003800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550038003","Block Group 3, Census Tract 38, Douglas County, Nebraska",,,1090,744,138,2,0,0,156,50,0,50,1089,177,54,85,26,224,9,514,35781,503,184,24,35,77,8,12,28,319,140,98,18,21,42,0
"G31005500038004","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"003800","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550038004","Block Group 4, Census Tract 38, Douglas County, Nebraska",,,685,640,0,17,0,0,0,28,0,28,685,14,54,0,41,21,0,555,96477,271,211,14,51,94,31,13,8,60,0,20,14,26,0,0
"G31005500039001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"003900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550039001","Block Group 1, Census Tract 39, Douglas County, Nebraska",,,1322,831,122,7,32,0,45,285,0,285,1322,330,374,105,29,23,99,362,21201,570,59,0,11,34,14,0,0,511,171,253,46,8,33,0
"G31005500039002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"003900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550039002","Block Group 2, Census Tract 39, Douglas County, Nebraska",,,1197,945,36,0,45,24,71,76,10,66,1197,51,184,262,10,166,130,394,50682,286,65,0,13,22,16,14,0,221,31,87,82,21,0,0
"G31005500040001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550040001","Block Group 1, Census Tract 40, Douglas County, Nebraska",,,1158,763,323,7,0,0,0,65,0,65,1033,61,442,124,31,36,0,339,15500,694,0,0,0,0,0,0,0,694,452,208,21,13,0,0
"G31005500040002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550040002","Block Group 2, Census Tract 40, Douglas County, Nebraska",,,888,804,20,12,31,0,0,21,0,21,834,113,38,60,44,48,52,479,53125,551,170,0,103,55,12,0,0,381,24,287,70,0,0,0
"G31005500040003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550040003","Block Group 3, Census Tract 40, Douglas County, Nebraska",,,1200,1135,34,0,17,0,5,9,0,9,1200,88,91,44,9,396,15,557,55956,522,118,0,47,18,53,0,0,404,12,217,167,8,0,0
"G31005500042001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550042001","Block Group 1, Census Tract 42, Douglas County, Nebraska",,,725,568,56,17,25,0,6,53,0,53,704,48,100,24,103,87,5,337,40833,368,22,0,16,6,0,0,0,346,18,199,98,17,8,6
"G31005500042002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550042002","Block Group 2, Census Tract 42, Douglas County, Nebraska",,,752,461,70,42,71,0,12,96,0,96,752,36,120,107,31,135,11,312,29306,367,79,0,37,17,25,0,0,288,41,177,65,5,0,0
"G31005500043001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550043001","Block Group 1, Census Tract 43, Douglas County, Nebraska",,,1170,973,81,9,86,0,19,2,0,2,1035,206,95,22,41,82,57,532,32454,575,61,0,53,0,4,4,0,514,128,249,101,28,0,8
"G31005500043002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550043002","Block Group 2, Census Tract 43, Douglas County, Nebraska",,,983,523,134,0,247,0,30,49,0,49,947,164,72,59,65,79,30,478,32014,561,89,10,48,22,9,0,0,472,92,306,74,0,0,0
"G31005500043003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550043003","Block Group 3, Census Tract 43, Douglas County, Nebraska",,,627,590,21,0,10,0,0,6,0,6,575,38,37,25,0,0,0,475,71328,334,232,8,77,110,32,5,0,102,29,73,0,0,0,0
"G31005500044001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550044001","Block Group 1, Census Tract 44, Douglas County, Nebraska",,,477,421,19,1,7,0,28,1,0,1,443,23,20,17,5,12,8,358,57639,211,134,0,53,54,27,0,0,77,6,27,36,8,0,0
"G31005500044002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550044002","Block Group 2, Census Tract 44, Douglas County, Nebraska",,,757,722,5,0,24,0,0,6,0,6,757,27,48,2,11,3,0,666,59194,350,262,0,143,73,24,22,0,88,6,37,27,13,1,4
"G31005500045001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550045001","Block Group 1, Census Tract 45, Douglas County, Nebraska",,,701,676,20,0,0,0,0,5,0,5,701,38,28,22,19,87,20,487,88427,247,183,13,37,107,14,12,0,64,0,28,27,0,0,9
"G31005500045002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550045002","Block Group 2, Census Tract 45, Douglas County, Nebraska",,,510,480,11,0,8,0,0,11,0,11,510,19,0,0,0,8,0,483,132368,238,193,0,35,120,16,22,0,45,0,20,25,0,0,0
"G31005500045003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550045003","Block Group 3, Census Tract 45, Douglas County, Nebraska",,,1124,1114,0,0,0,0,10,0,0,0,1124,23,54,24,16,97,33,877,50435,706,595,66,334,152,36,0,7,111,0,78,19,0,0,14
"G31005500045004","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550045004","Block Group 4, Census Tract 45, Douglas County, Nebraska",,,671,645,0,0,26,0,0,0,0,0,671,71,0,8,48,18,19,507,72617,273,182,0,105,70,7,0,0,91,0,25,32,14,20,0
"G31005500046001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550046001","Block Group 1, Census Tract 46, Douglas County, Nebraska",,,776,776,0,0,0,0,0,0,0,0,776,0,0,0,0,0,0,776,176125,249,228,0,17,157,46,0,8,21,0,0,10,11,0,0
"G31005500046002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550046002","Block Group 2, Census Tract 46, Douglas County, Nebraska",,,663,651,0,0,12,0,0,0,0,0,663,0,0,0,0,115,0,548,96250,279,238,0,36,175,13,0,14,41,0,41,0,0,0,0
"G31005500046003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550046003","Block Group 3, Census Tract 46, Douglas County, Nebraska",,,1115,784,57,11,147,0,81,35,0,35,1115,184,92,11,67,33,8,720,60350,474,167,11,77,40,16,23,0,307,89,87,76,29,26,0
"G31005500047001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550047001","Block Group 1, Census Tract 47, Douglas County, Nebraska",,,1283,1198,29,0,15,0,0,41,0,41,1283,26,15,6,37,50,0,1149,178333,442,442,0,85,227,130,0,0,0,0,0,0,0,0,0
"G31005500047002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550047002","Block Group 2, Census Tract 47, Douglas County, Nebraska",,,1731,1513,44,0,136,0,0,38,11,27,868,25,1,5,9,15,9,804,165250,325,321,0,38,202,58,23,0,4,0,4,0,0,0,0
"G31005500048001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550048001","Block Group 1, Census Tract 48, Douglas County, Nebraska",,,803,781,0,0,0,0,0,22,0,22,803,0,19,0,21,21,0,742,116167,332,332,19,75,198,14,26,0,0,0,0,0,0,0,0
"G31005500048002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550048002","Block Group 2, Census Tract 48, Douglas County, Nebraska",,,1566,801,462,0,268,0,18,17,0,17,1566,46,159,245,327,47,13,729,54720,559,213,0,27,136,21,29,0,346,54,100,154,22,16,0
"G31005500048003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550048003","Block Group 3, Census Tract 48, Douglas County, Nebraska",,,1508,1439,55,14,0,0,0,0,0,0,1508,176,101,57,68,15,0,1091,58750,716,175,14,0,108,53,0,0,541,61,230,231,19,0,0
"G31005500048004","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004800","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550048004","Block Group 4, Census Tract 48, Douglas County, Nebraska",,,1074,764,162,0,124,0,0,24,0,24,1074,32,236,0,90,220,69,427,35526,644,79,18,23,38,0,0,0,565,89,408,53,15,0,0
"G31005500049001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550049001","Block Group 1, Census Tract 49, Douglas County, Nebraska",,,569,533,19,0,0,0,0,17,0,17,563,38,0,39,0,0,0,486,86298,211,159,0,27,60,72,0,0,52,52,0,0,0,0,0
"G31005500049002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550049002","Block Group 2, Census Tract 49, Douglas County, Nebraska",,,777,715,18,14,0,0,20,10,0,10,777,0,141,122,28,0,465,21,,216,10,10,0,0,0,0,0,206,49,68,21,68,0,0
"G31005500049003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550049003","Block Group 3, Census Tract 49, Douglas County, Nebraska",,,766,258,279,0,186,0,26,17,0,17,766,88,285,59,170,107,0,57,21300,406,40,17,23,0,0,0,0,366,104,248,14,0,0,0
"G31005500049004","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004900","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550049004","Block Group 4, Census Tract 49, Douglas County, Nebraska",,,1152,495,203,0,400,0,0,54,0,54,1152,178,60,356,13,34,0,511,,391,117,0,20,67,30,0,0,274,141,96,29,8,0,0
"G31005500049005","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004900","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550049005","Block Group 5, Census Tract 49, Douglas County, Nebraska",,,1016,1003,0,0,13,0,0,0,0,0,1016,64,67,36,0,182,0,667,77962,397,175,0,102,73,0,0,0,222,0,82,100,0,40,0
"G31005500049006","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"004900","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550049006","Block Group 6, Census Tract 49, Douglas County, Nebraska",,,695,391,181,0,37,0,62,24,0,24,682,18,129,0,24,73,0,438,48681,371,30,0,0,9,21,0,0,341,103,138,83,17,0,0
"G31005500050001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550050001","Block Group 1, Census Tract 50, Douglas County, Nebraska",,,841,537,93,0,148,0,0,63,0,63,841,217,73,274,8,19,11,239,35583,299,79,0,0,64,15,0,0,220,11,109,63,37,0,0
"G31005500050002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550050002","Block Group 2, Census Tract 50, Douglas County, Nebraska",,,757,496,127,19,7,0,63,45,28,17,757,142,116,47,15,44,24,369,38385,348,107,0,37,48,14,8,0,241,86,119,12,18,0,6
"G31005500050003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550050003","Block Group 3, Census Tract 50, Douglas County, Nebraska",,,895,734,26,6,120,0,0,9,0,9,895,17,94,22,63,141,0,558,46500,362,89,0,48,21,0,20,0,273,6,184,34,49,0,0
"G31005500050004","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005000","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550050004","Block Group 4, Census Tract 50, Douglas County, Nebraska",,,719,656,35,0,16,0,0,12,0,12,709,182,57,34,17,7,41,371,51106,305,139,0,29,92,18,0,0,166,22,53,51,0,24,16
"G31005500050005","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005000","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550050005","Block Group 5, Census Tract 50, Douglas County, Nebraska",,,695,323,132,0,180,0,0,60,0,60,695,192,55,15,7,4,21,401,36042,303,37,0,11,0,17,0,9,266,51,150,65,0,0,0
"G31005500051001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550051001","Block Group 1, Census Tract 51, Douglas County, Nebraska",,,1439,587,713,27,0,0,62,50,0,50,1439,55,287,158,39,31,0,869,55294,484,313,0,61,154,66,0,32,171,0,152,19,0,0,0
"G31005500051002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550051002","Block Group 2, Census Tract 51, Douglas County, Nebraska",,,439,237,202,0,0,0,0,0,0,0,439,34,74,83,0,16,0,232,35438,195,41,0,0,28,0,13,0,154,34,63,57,0,0,0
"G31005500051003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550051003","Block Group 3, Census Tract 51, Douglas County, Nebraska",,,678,541,15,0,104,0,0,18,0,18,598,139,268,76,0,11,0,104,,264,21,0,21,0,0,0,0,243,12,174,57,0,0,0
"G31005500052001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550052001","Block Group 1, Census Tract 52, Douglas County, Nebraska",,,799,132,234,14,407,0,7,5,0,5,799,57,225,230,7,59,72,149,29764,221,71,10,45,16,0,0,0,150,8,53,65,24,0,0
"G31005500052002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550052002","Block Group 2, Census Tract 52, Douglas County, Nebraska",,,909,302,533,18,3,0,3,50,0,50,909,95,134,22,251,33,15,359,27201,269,81,4,60,12,0,0,5,188,12,106,33,30,7,0
"G31005500053001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550053001","Block Group 1, Census Tract 53, Douglas County, Nebraska",,,682,60,476,20,126,0,0,0,0,0,682,106,226,124,37,14,0,175,18145,362,122,6,35,53,12,16,0,240,134,97,0,9,0,0
"G31005500053002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550053002","Block Group 2, Census Tract 53, Douglas County, Nebraska",,,953,459,280,4,59,0,49,102,0,102,953,47,102,180,85,238,0,301,40694,282,176,0,102,41,33,0,0,106,11,55,28,0,12,0
"G31005500053003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550053003","Block Group 3, Census Tract 53, Douglas County, Nebraska",,,658,162,304,5,96,0,6,85,4,81,658,38,193,27,149,109,7,135,34485,205,108,29,28,33,18,0,0,97,18,45,21,0,0,13
"G31005500054001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550054001","Block Group 1, Census Tract 54, Douglas County, Nebraska",,,868,410,422,0,0,0,0,36,0,36,868,151,131,38,139,6,204,199,,273,114,54,25,35,0,0,0,159,3,118,2,21,15,0
"G31005500054002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550054002","Block Group 2, Census Tract 54, Douglas County, Nebraska",,,957,538,262,0,129,0,28,0,0,0,957,128,165,86,97,129,0,352,,372,140,34,64,33,0,9,0,232,33,147,52,0,0,0
"G31005500054003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550054003","Block Group 3, Census Tract 54, Douglas County, Nebraska",,,566,169,315,0,47,0,0,35,0,35,566,15,123,0,153,145,0,130,50313,186,96,0,48,37,0,11,0,90,50,26,14,0,0,0
"G31005500054004","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550054004","Block Group 4, Census Tract 54, Douglas County, Nebraska",,,708,514,0,182,12,0,0,0,0,0,708,37,175,63,0,69,0,364,50613,321,208,11,65,92,26,0,14,113,0,28,59,26,0,0
"G31005500055001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550055001","Block Group 1, Census Tract 55, Douglas County, Nebraska",,,738,626,46,0,38,0,0,28,0,28,738,46,0,29,25,0,0,638,51975,395,228,0,115,80,33,0,0,167,0,153,14,0,0,0
"G31005500055002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550055002","Block Group 2, Census Tract 55, Douglas County, Nebraska",,,956,917,23,0,0,0,0,16,0,16,956,12,0,0,57,36,11,840,74811,379,265,0,73,164,14,14,0,114,0,61,25,0,28,0
"G31005500055003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550055003","Block Group 3, Census Tract 55, Douglas County, Nebraska",,,695,508,85,0,37,0,9,56,0,56,695,0,0,0,0,68,0,627,64750,322,227,0,37,190,0,0,0,95,0,80,15,0,0,0
"G31005500055004","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550055004","Block Group 4, Census Tract 55, Douglas County, Nebraska",,,660,414,0,0,231,0,0,15,0,15,660,15,0,0,0,0,0,645,81631,235,177,0,9,119,23,0,26,58,0,42,16,0,0,0
"G31005500055005","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005500","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550055005","Block Group 5, Census Tract 55, Douglas County, Nebraska",,,898,685,204,0,9,0,0,0,0,0,898,0,0,0,19,0,13,866,98750,390,271,11,68,176,16,0,0,119,0,61,47,0,11,0
"G31005500055006","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005500","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550055006","Block Group 6, Census Tract 55, Douglas County, Nebraska",,,1212,1170,2,0,15,0,25,0,0,0,1212,20,2,17,9,0,0,1164,110144,489,445,0,107,252,13,73,0,44,16,11,17,0,0,0
"G31005500056001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550056001","Block Group 1, Census Tract 56, Douglas County, Nebraska",,,940,652,274,0,14,0,0,0,0,0,940,57,15,23,0,95,47,703,45417,422,233,0,70,135,18,10,0,189,8,164,0,17,0,0
"G31005500056002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550056002","Block Group 2, Census Tract 56, Douglas County, Nebraska",,,1028,746,147,16,63,0,13,43,0,43,1028,0,57,125,111,42,32,661,63063,342,242,29,39,74,75,25,0,100,18,35,24,23,0,0
"G31005500056003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550056003","Block Group 3, Census Tract 56, Douglas County, Nebraska",,,637,589,17,0,3,0,8,20,9,11,511,16,25,37,10,42,38,343,,228,186,0,43,87,39,8,9,42,0,35,7,0,0,0
"G31005500056004","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550056004","Block Group 4, Census Tract 56, Douglas County, Nebraska",,,680,634,24,12,0,0,10,0,0,0,680,66,12,1,2,36,56,507,72969,321,166,0,47,100,9,10,0,155,0,94,53,8,0,0
"G31005500056005","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005600","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550056005","Block Group 5, Census Tract 56, Douglas County, Nebraska",,,814,687,39,0,11,0,23,54,0,54,814,0,63,103,22,97,22,507,61346,336,210,10,61,88,36,15,0,126,0,71,48,7,0,0
"G31005500057001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550057001","Block Group 1, Census Tract 57, Douglas County, Nebraska",,,848,588,142,0,79,0,0,39,0,39,848,95,63,27,19,148,13,483,43194,387,206,42,69,45,50,0,0,181,62,74,45,0,0,0
"G31005500057002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550057002","Block Group 2, Census Tract 57, Douglas County, Nebraska",,,630,557,73,0,0,0,0,0,0,0,630,42,36,15,21,51,8,457,56974,300,150,0,24,71,33,22,0,150,22,86,42,0,0,0
"G31005500057003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550057003","Block Group 3, Census Tract 57, Douglas County, Nebraska",,,740,438,209,0,9,0,34,50,0,50,734,101,36,13,186,16,9,373,45313,332,151,0,7,96,48,0,0,181,114,35,27,5,0,0
"G31005500057004","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005700","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550057004","Block Group 4, Census Tract 57, Douglas County, Nebraska",,,1369,584,547,0,0,0,27,211,0,211,1369,52,80,47,64,276,18,832,55081,430,264,10,105,40,71,0,38,166,36,82,34,8,6,0
"G31005500057005","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005700","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550057005","Block Group 5, Census Tract 57, Douglas County, Nebraska",,,891,453,150,0,240,0,30,18,8,10,891,32,33,32,0,261,0,533,55327,399,282,0,129,147,6,0,0,117,0,67,50,0,0,0
"G31005500058001","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550058001","Block Group 1, Census Tract 58, Douglas County, Nebraska",,,887,36,597,0,188,0,0,66,0,66,842,219,34,177,8,97,0,307,20977,369,144,0,52,92,0,0,0,225,64,161,0,0,0,0
"G31005500058002","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550058002","Block Group 2, Census Tract 58, Douglas County, Nebraska",,,809,376,308,0,84,0,0,41,0,41,809,15,5,35,0,181,59,514,69033,259,206,0,59,126,10,11,0,53,0,0,53,0,0,0
"G31005500058003","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550058003","Block Group 3, Census Tract 58, Douglas County, Nebraska",,,609,374,182,0,47,0,0,6,0,6,601,8,226,14,13,8,11,321,61500,196,134,0,56,67,11,0,0,62,0,36,15,5,0,6
"G31005500058004","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005800","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550058004","Block Group 4, Census Tract 58, Douglas County, Nebraska",,,945,424,140,0,313,0,0,68,68,0,945,53,403,6,87,32,29,335,28056,332,156,6,35,87,28,0,0,176,78,79,14,5,0,0
"G31005500058005","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005800","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550058005","Block Group 5, Census Tract 58, Douglas County, Nebraska",,,449,292,60,0,12,0,0,85,0,85,449,9,0,55,51,82,0,252,62188,143,123,0,53,42,15,13,0,20,0,0,20,0,0,0
"G31005500058006","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005800","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550058006","Block Group 6, Census Tract 58, Douglas County, Nebraska",,,993,525,383,0,0,0,0,85,0,85,993,2,212,21,102,0,24,632,59097,357,196,0,82,33,23,26,32,161,41,87,33,0,0,0
"G31005500059011","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005901","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550059011","Block Group 1, Census Tract 59.01, Douglas County, Nebraska",,,926,204,592,5,0,0,55,70,0,70,913,139,158,197,76,115,25,203,27465,377,124,6,76,28,8,6,0,253,10,182,61,0,0,0
"G31005500059012","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,"005901","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310550059012","Block Group 2, Census Tract 59.01, Douglas County, Nebraska",,,839,343,381,0,7,0,58,50,0,50,821,46,200,16,125,30,15,389,29911,316,133,10,41,66,9,0,7,183,69,81,9,24,0,0
